Lambeth Invoices Over Specified Nett Amount,,,,,
,,,,,
Report Date:† 02/07/2012† 16:59:18,,,,,
,,,,,
Parameters: ,,,,,
Invoice Approval Date From:† 01-JUN-2012,,,,,
Invoice Approval Date To:††††† 30-JUN-2012,,,,,
Invoice Threshold Nett Amt:†† 500,,,,,
,,,,,
Body,Department,Supplier Name,Invoice Creation Date,Invoice Nett Amount,Subj Description
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1080.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1080.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1080.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1080.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012864,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012864,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012864,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1080.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1080.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012864,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012756,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1188.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012756,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1630.80,REACTIVE MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,1350.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012759.78,REACTIVE MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012624.78,REACTIVE MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,11227.68,REACTIVE MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012,7914.24,REACTIVE MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,08/06/2012577.8,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,15/05/2012,1404.00,REACTIVE MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,23/05/2012,2741.28,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Interserve Technical Services Ltd,24/05/2012,5211.00,PROFESSIONAL FEES AND CHARGES
Lambeth,Office of the Chief Executive/Finance and Resources,Interserve Technical Services Ltd,08/06/2012,12768.34,REACTIVE MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,Interserve Technical Services Ltd,10/10/2011,8313.78,REACTIVE MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,Intrinsic Technology Limited,08/06/2012,2448.20,NETWORK EQUIPMENT
Lambeth,Children and Young People's Service,ISG Jackson Limited,06/06/2012,275500.00,BUILDING CONTRACT CERTS/INVS
Lambeth,Children and Young People's Service,Isp Maidstone,12/06/2012,5748.33,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,ISS Eaton,07/06/2012,3574.13,CONTRACT CATERING
Lambeth,Adults' and Community Services,ISS Eaton,30/01/2012,3574.13,CONTRACT CATERING
Lambeth,Adults' and Community Services,ISS Eaton,30/05/2012,3529.37,CONTRACT CATERING
Lambeth,Children and Young People's Service,IT Lab,22/06/2012681,SERVICES
Lambeth,"Housing, Regeneration and Environment",J and U Services,27/06/2012,10800.00,PLANNED MAINTENANCE
Lambeth,Adults' and Community Services,J E Allaway Ltd,31/05/2012,3270.34,REACTIVE MAINTENANCE
Lambeth,Office of the Chief Executive/Finance and Resources,James Maxwell-Scott,26/06/2012,11250.00,LEGAL FEES
Lambeth,Children and Young People's Service,Jane Hayford,19/06/2012750,LEGAL FEES
Lambeth,Children and Young People's Service,Jane Hayford,31/05/2012,1040.00,LEGAL COSTS - COUNSEL
Lambeth,Adults' and Community Services,Janes House-C Bisessar,25/06/2012,2327.91,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Janus Solutions,11/06/2012,1819.00,DAY CARE VOLUNTARY SPOT
Lambeth,Office of the Chief Executive/Finance and Resources,Jardine Lloyd Thompson UK Ltd,31/05/2012,1612.50,PAYMENTS TO INSURANCE COMPANIES
Lambeth,Children and Young People's Service,Jason Braier,25/05/2012,2225.00,LEGAL COSTS - COUNSEL
Lambeth,Children and Young People's Service,Jason Braier,25/05/2012,2480.63,LEGAL COSTS - COUNSEL
Lambeth,Children and Young People's Service,Jason Braier,25/05/2012,1218.75,LEGAL COSTS - COUNSEL
Lambeth,Office of the Chief Executive/Finance and Resources,JGP Resourcing Ltd,25/06/2012,13547.00,RECRUITMENT COSTS
Lambeth,Children and Young People's Service,Jigsaw Cabas School,30/05/2012,16153.66,FEES - SPECIAL SCHOOLS
Lambeth,Adults' and Community Services,Jigsaw@work,28/06/2012,1447.00,NON QUALIFICATION TRAINING - EXTERNAL
Lambeth,Adults' and Community Services,Jiva HealthCare Ltd,25/06/2012,2517.34,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Joycare Home Services Ltd,25/06/2012,2027.87,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Joycare Home Services Ltd,25/06/2012,1579.37,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Joycare Home Services Ltd,25/06/2012,2119.88,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,"Housing, Regeneration and Environment",Judge & Priestley Solicitors,11/06/2012615,LEGAL COSTS - DISREPAIR
Lambeth,"Housing, Regeneration and Environment",Judge & Priestley Solicitors,25/06/2012526,LEGAL COSTS - COUNSEL
Lambeth,Office of the Chief Executive/Finance and Resources,Judge & Priestley Solicitors,25/06/2012,1697.00,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Judge & Priestley Solicitors,25/06/2012,4849.75,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Judge & Priestley Solicitors,25/06/2012873.5,LEGAL FEES
Lambeth,Office of the Chief Executive/Finance and Resources,Judge & Priestley Solicitors,25/06/2012,4909.50,LEGAL FEES
Lambeth,Children and Young People's Service,Judith Wilson Consulting,31/05/2012,4462.50,PROFESSIONAL FEES AND CHARGES
Lambeth,"Housing, Regeneration and Environment",Jupiter Play and Leisure Ltd,28/06/2012,2904.00,PLAYGROUND EQUIPMENT MAINTENANCE
Lambeth,Adults' and Community Services,Kairos Community Trust,08/06/2012,4879.28,ACCOMMODATION BASED SERVICES
Lambeth,Children and Young People's Service,Kasper Ltd,12/06/2012,3703.50,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kate Windows,21/06/2012,3570.00,RECRUITMENT
Lambeth,Children and Young People's Service,Katherine Andrews,31/05/2012800,LEGAL COSTS - COUNSEL
Lambeth,Children and Young People's Service,Keith Makin Consultancy Ltd,25/06/2012,6600.00,CONSULTANTS
Lambeth,Children and Young People's Service,Kelly Executive,12/06/2012,13357.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kelly Executive,12/06/2012,11709.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kelly Executive,25/06/2012,12503.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,12/06/2012,1422.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,12/06/2012,1399.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,12/06/2012,1537.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,12/06/2012,1100.00,HOME TO SCHOOL TRANSPORT
Lambeth,Children and Young People's Service,Kendall Cars,12/06/2012,1658.00,HOME TO SCHOOL TRANSPORT
Lambeth,Office of the Chief Executive/Finance and Resources,Kennedys,21/06/2012,1111.67,INSURANCE FUND PROVISION - HRA
Lambeth,Office of the Chief Executive/Finance and Resources,Kennedys,21/06/2012896.89,INSURANCE FUND PROVISION - HRA
Lambeth,Adults' and Community Services,Kenwood Care Home,25/06/2012,1586.95,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Keyring Living Support Network,08/06/2012,2779.12,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Keyring Living Support Network,08/06/2012,2779.12,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Keyring Living Support Network,08/06/2012,3061.04,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Keyring Living Support Network,08/06/2012,1852.44,FLOATING SUPPORT SERVICES
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,12/06/2012,2635.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,12/06/2012,1826.83,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,12/06/2012,1558.68,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,19/06/2012,4360.80,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Keys 16 Plus ILS Ltd,22/05/2012,1508.40,SUPPORTED HOUSING - PRIVATE
Lambeth,"Housing, Regeneration and Environment",Kindly Properties,25/06/2012768,RENT - B&B - SHARED
Lambeth,"Housing, Regeneration and Environment",Kindly Properties,25/06/2012768,RENT - B&B - SHARED
Lambeth,Office of the Chief Executive/Finance and Resources,Kings College London,07/06/2012,16711.93,NON DOMESTIC RATEPAYERS REFUNDS
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,06/06/2012,1368.00,SECTION 17: ACCOMMODATION
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,08/06/2012,2785.71,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,08/06/2012,2785.71,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,08/06/2012,3000.00,INDEPENDENT FOSTERING
Lambeth,Children and Young People's Service,Kingscare Fostering Agency Ltd,08/06/2012,6428.57,INDEPENDENT FOSTERING
Lambeth,Adults' and Community Services,Kingsmead Nursing Home,06/06/2012,7316.10,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Children and Young People's Service,Kip McGrath Education Centre,07/06/2012720,PROFESSIONAL FEES AND CHARGES
Lambeth,Adults' and Community Services,Kirkdale Care Centre,25/06/2012,2192.19,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Kirkdale Care Centre,25/06/2012,1909.29,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Kirkdale Care Centre,25/06/2012,2310.00,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Kirkstall Lodge Ltd,13/06/2012,3650.25,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Kirkstall Lodge Ltd,13/06/2012,4261.79,CLIENT CONTRIBUTIONS RESIDENTIAL CARE
Lambeth,Adults' and Community Services,Kirkstall Lodge Ltd,13/06/2012,4122.65,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Kirkstall Lodge Ltd,13/06/2012,3552.56,RESIDENTIAL CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Knights Court,18/06/2012,58239.64,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Knights Court,18/06/2012,1814.12,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Knights Court,18/06/2012,2317.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Knights Court,18/06/2012,1412.32,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Knights Court,25/06/2012,1814.12,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Knights Court,25/06/2012,2360.32,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Knights Court,25/06/2012,2317.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,Knights Court,25/06/2012,1412.32,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KO Data Systems,13/06/2012,4750.00,CONSULTANTS
Lambeth,Children and Young People's Service,Konica Minolta Business Solutions (UK) Ltd,07/06/2012765.7,PHOTOCOPYING
Lambeth,"Housing, Regeneration and Environment",Koupparis Associates,14/12/2011,1930.65,GRANTS-MISC ITEMS CS
Lambeth,Children and Young People's Service,KWSH Ltd,02/04/2012,2201.95,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1358.65,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,2568.53,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,4938.90,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,3868.50,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,3627.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,3869.40,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1824.50,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,5476.50,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1180.50,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012840,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1405.50,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1512.30,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1032.60,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,3869.40,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,3219.38,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1032.60,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,3869.40,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012842.1,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,1032.60,PRIVATE RESIDENTIAL CARE
Lambeth,Children and Young People's Service,KWSH Ltd,25/06/2012,2151.00,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012,3867.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012,3504.90,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012,3867.60,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012,1071.30,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012777.6,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012,3555.41,LODGING ASSISTANCE
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012,1834.11,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012757.24,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,27/06/2012,11731.29,SUPPORTED HOUSING - PRIVATE
Lambeth,Children and Young People's Service,KWSH Ltd,29/06/2012,2030.78,PRIVATE RESIDENTIAL HOMES
Lambeth,Children and Young People's Service,KWSH Ltd,30/05/2012,3805.08,SUPPORTED HOUSING - PRIVATE
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012709.67,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012604.96,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012632.86,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012563.52,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012880.97,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012631.89,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012,1478.89,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,11/06/2012634.31,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,L K Recruitment Ltd,20/06/2012702.34,DOMICILIARY CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Lakeside Nursing & Residential Home,25/06/2012,2932.93,RNCC CONTRIBUTION - PAID DIRECTLY TO PROVIDER
Lambeth,Adults' and Community Services,Lakeside Nursing & Residential Home,25/06/2012,2340.43,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Lakeside Nursing & Residential Home,25/06/2012,2467.07,NURSING CARE PRIVATE SPOT
Lambeth,Adults' and Community Services,Lambert Smith Hampton,06/06/2012,8284.60,CONTRACTORS FEES
Lambeth,"Housing, Regeneration and Environment",Lambert Smith Hampton,13/06/2012,17000.00,PLANNED MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Lambert Smith Hampton,19/06/2012,3961.00,PROJECT COSTS
Lambeth,"Housing, Regeneration and Environment",Lambert Smith Hampton,19/06/2012,1657.50,PROJECT COSTS
Lambeth,Children and Young People's Service,Lambeth Accord,27/06/2012,1044.00,ROOM AND HALL HIRE
Lambeth,Adults' and Community Services,Lambeth Law Centre,29/06/2012,1986.21,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,Office of the Chief Executive/Finance and Resources,Lambeth Law Centre,06/06/2012,1752.40,OPPOSITION COSTS - HOUSING DISREPAIR
Lambeth,Office of the Chief Executive/Finance and Resources,Lambeth Law Centre,06/06/2012744.52,DAMAGES - HOUSING DISREPAIR
Lambeth,Office of the Chief Executive/Finance and Resources,Lambeth Law Centre,11/06/2012,5500.00,DAMAGES - HOUSING DISREPAIR
Lambeth,Office of the Chief Executive/Finance and Resources,Lambeth Law Centre,18/06/2012,4464.19,DAMAGES - HOUSING DISREPAIR
Lambeth,"Housing, Regeneration and Environment",Lambeth Lighting Services,19/06/2012810,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,"Housing, Regeneration and Environment",Lambeth Lighting Services,22/06/2012,2651.00,HIRED & CONTRACTED SERVICES - GENERAL
Lambeth,"Housing, Regeneration and Environment",Lambeth Lighting Services,25/05/2012,4186.76,ENVIRONMENTAL IMPROVEMENTS
Lambeth,"Housing, Regeneration and Environment",Lambeth Lighting Services,25/05/2012,2846.28,LIGHTING & ENERGY
Lambeth,"Housing, Regeneration and Environment",Lambeth Lighting Services,25/05/2012,6650.00,OTHER MAINTENANCE
Lambeth,"Housing, Regeneration and Environment",Lambeth Living Ltd,13/06/2012,1973641.67,MANAGEMENT FEES
Lambeth,"Housing, Regeneration and Environment",Lambeth Living Ltd,31/05/2012,1978216.17,MANAGEMENT FEES
Lambeth,Adults' and Community Services,Lambeth Mediation Service,25/06/2012950,PROFESSIONAL FEES AND CHARGES
Lambeth,"Housing, Regeneration and Environment",Lambeth Mediation Service,20/06/2012,8970.00,VOLUNTARY ORGANISATIONS AGENCY SERVICES
Lambeth,Adults' and Community Services,Lambeth Mencap,07/06/2012,6245.00,VOLUNTARY ORGANISATIONS AGENCY SERVICES
Lambeth,Adults' and Community Services,Lambeth Mencap,08/06/2012,21201.76,FLOATING SUPPORT SERVICES
Lambeth,Adults' and Community Services,Lambeth Mencap,11/06/2012523.2,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,11/06/2012802.24,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,11/06/2012,1395.20,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,11/06/2012719.4,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012697.6,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012,1499.84,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012,1002.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012654,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012523.2,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012,2110.24,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012,1090.00,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012,4761.12,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,12/06/2012,3374.64,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/06/2012610.4,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/06/2012,1220.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/06/2012921.38,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,13/06/2012697.6,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/06/2012,4761.12,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/06/2012,3314.25,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,13/06/2012,2587.25,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,18/06/2012,3400.80,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,1046.40,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012737.12,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012558.08,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012732.48,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012523.2,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012872,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,3767.04,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,3458.24,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,3458.24,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,8918.84,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,4752.84,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,2651.40,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,2069.80,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,6861.64,SUPPORTED HOUSING - VOLUNTARY
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,3740.88,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,27/06/2012,2633.44,DOMICILIARY CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,Lambeth Mencap,29/06/2012725,VOLUNTARY ORGANISATIONS A
Lambeth,Adults' and Community Services,Lambeth School Sport Programme,14/06/2012790,GRANTS
Lambeth,Children and Young People's Service,Lambeth Womens Project,14/06/2012,5250.00,GRANTS
Lambeth,Children and Young People's Service,Lambeth Youth Sports and Arts Development Association (LYSADA),21/06/2012,4075.00,GRANTS
Lambeth,"Housing, Regeneration and Environment",Lancedrum Ltd,07/06/2012,22307.23,RENTS - BUILDINGS
Lambeth,Office of the Chief Executive/Finance and Resources,Lancedrum Ltd,25/05/2012,106201.77,RENTS - BUILDINGS
Lambeth,Adults' and Community Services,Land Use Consultants,16/05/2012,5865.00,CONSULTANTS
Lambeth,Adults' and Community Services,Landscape Perspective Ltd,06/06/2012,1400.00,CONSULTANT ARCHITECT-FEES
Lambeth,Adults' and Community Services,Landscape Supply Co,20/06/2012,1841.00,EQUIPMENT - OTHER
Lambeth,Adults' and Community Services,Landscape Supply Co,20/06/2012984.74,EQUIPMENT - OTHER
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,25/06/2012,1951.58,RESIDENTIAL CARE VOLUNTARY SPOT
Lambeth,Adults' and Community Services,L'Arche Lambeth Community,25/06/2012,2128.80,RESIDENTIAL CARE VOLUNTARY SPOT
